q,stage,n_runs,mean_total_delay_us,se_total_delay_us,mean_queue_delay_us,mean_access_delay_us,completion_ratio_mean,variant,lambda_per_node,M,selected
0.875,fine,2,942.490384615385,20.3365384615384,0,942.490384615385,1,batch_clear,3,3,0
0.9,fine,2,931.067307692308,31.7596153846154,0,931.067307692308,1,batch_clear,3,3,0
0.925,fine,2,932.971153846154,37.4711538461539,0,932.971153846154,1,batch_clear,3,3,0
0.95,fine,2,927.259615384615,39.375,0,927.259615384615,1,batch_clear,3,3,1
0.975,fine,2,889.869909502262,9.60067873303171,0,889.869909502262,0.663461538461538,batch_clear,3,3,0
1,coarse,2,887.966063348416,11.5045248868778,0,887.966063348416,0.663461538461538,batch_clear,3,3,0
0.025,coarse,2,9917.22115384615,446.798076923077,0,9917.22115384615,1,baseline,3,4,0
0.05,coarse,2,5073.83653846154,703.125,0,5073.83653846154,1,baseline,3,4,0
0.1,coarse,2,3230.91346153846,368.048076923077,0,3230.91346153846,1,baseline,3,4,0
0.2,coarse,2,1987.70192307692,26.0480769230769,0,1987.70192307692,1,baseline,3,4,0
0.4,coarse,2,1422.25961538462,119.336538461538,0,1422.25961538462,1,baseline,3,4,0
0.6,coarse,2,1231.875,58.4134615384614,0,1231.875,1,baseline,3,4,0
0.8,coarse,2,1167.14423076923,43.1826923076923,0,1167.14423076923,1,baseline,3,4,0
0.825,fine,2,1163.33653846154,43.1826923076923,0,1163.33653846154,1,baseline,3,4,0
0.85,fine,2,1159.52884615385,46.9903846153846,0,1159.52884615385,1,baseline,3,4,0
0.875,fine,2,1151.91346153846,39.375,0,1151.91346153846,1,baseline,3,4,0
0.9,fine,2,1144.29807692308,43.1826923076924,0,1144.29807692308,1,baseline,3,4,0
0.925,fine,2,1144.29807692308,50.7980769230769,0,1144.29807692308,1,baseline,3,4,0
0.95,fine,2,1142.39423076923,52.7019230769231,0,1142.39423076923,1,baseline,3,4,0
0.975,fine,2,1136.68269230769,50.7980769230769,0,1136.68269230769,1,baseline,3,4,1
1,coarse,2,1091.78959276018,17.3280542986424,0,1091.78959276018,0.663461538461538,baseline,3,4,0
0.025,coarse,2,1186.18269230769,111.721153846154,0,1186.18269230769,1,fast_first,3,4,0
0.05,coarse,2,1174.75961538462,100.298076923077,0,1174.75961538462,1,fast_first,3,4,0
0.1,coarse,2,1165.24038461538,90.7788461538461,0,1165.24038461538,1,fast_first,3,4,0
0.2,coarse,2,1121.45192307692,46.9903846153845,0,1121.45192307692,1,fast_first,3,4,0
0.4,coarse,2,1121.45192307692,46.9903846153845,0,1121.45192307692,1,fast_first,3,4,0
0.6,coarse,2,1121.45192307692,46.9903846153845,0,1121.45192307692,1,fast_first,3,4,0
0.8,coarse,2,1256.625,182.163461538461,0,1256.625,1,fast_first,3,4,0
0.825,fine,2,1340.39423076923,265.932692307692,0,1340.39423076923,1,fast_first,3,4,0
0.85,fine,2,1374.66346153846,300.201923076923,0,1374.66346153846,1,fast_first,3,4,0
0.875,fine,2,1235.91497975709,161.453441295547,0,1235.91497975709,0.682692307692308,fast_first,3,4,0
0.9,fine,2,1130.97115384615,56.5096153846154,0,1130.97115384615,1,fast_first,3,4,0
0.925,fine,2,1111.93269230769,37.4711538461538,0,1111.93269230769,1,fast_first,3,4,1
0.95,fine,2,1111.93269230769,37.4711538461538,0,1111.93269230769,1,fast_first,3,4,0
0.975,fine,2,1111.93269230769,37.4711538461538,0,1111.93269230769,1,fast_first,3,4,0
1,coarse,2,1091.78959276018,17.3280542986424,0,1091.78959276018,0.663461538461538,fast_first,3,4,0
0.025,coarse,2,1377.4287444256,387.428744425602,0,1377.4287444256,1,unslotted,3,4,0
0.05,coarse,2,1116.34533369354,126.345333693537,0,1116.34533369354,1,unslotted,3,4,0
0.1,coarse,2,1096.73852076201,106.738520762012,0,1096.73852076201,1,unslotted,3,4,0
0.2,coarse,2,1052.91138342824,62.9113834282387,0,1052.91138342824,1,unslotted,3,4,0
0.4,coarse,2,1029.58019219307,39.5801921930677,0,1029.58019219307,1,unslotted,3,4,0
0.6,coarse,2,1025.91339319241,35.9133931924102,0,1025.91339319241,1,unslotted,3,4,1
0.65,fine,2,2239.74578652373,1249.74578652373,0,2239.74578652373,0.682692307692308,unslotted,3,4,0
0.7,fine,2,1233.86173205219,243.861732052192,0,1233.86173205219,1,unslotted,3,4,0
0.75,fine,2,1151.52747907697,161.52747907697,0,1151.52747907697,1,unslotted,3,4,0
0.8,coarse,2,992.911764705882,2.91176470588238,0,992.911764705882,0.663461538461538,unslotted,3,4,0
0.85,fine,2,992.911764705882,2.91176470588238,0,992.911764705882,0.663461538461538,unslotted,3,4,0
0.9,fine,2,1434.98645747073,444.986457470734,0,1434.98645747073,0.682692307692308,unslotted,3,4,0
0.95,fine,2,1059.89310434998,69.8931043499809,0,1059.89310434998,0.673076923076923,unslotted,3,4,0
1,coarse,2,1056.08271663131,66.0827166313086,0,1056.08271663131,0.673076923076923,unslotted,3,4,0
0.025,coarse,2,10960.5288461538,1075.06730769231,0,10960.5288461538,1,batch_clear,3,4,0
0.05,coarse,2,6172.35576923077,246.894230769231,0,6172.35576923077,1,batch_clear,3,4,0
0.1,coarse,2,2855.85576923077,151.701923076923,0,2855.85576923077,1,batch_clear,3,4,0
0.2,coarse,2,2061.95192307692,24.1442307692307,0,2061.95192307692,1,batch_clear,3,4,0
0.4,coarse,2,1437.49038461538,46.9903846153846,0,1437.49038461538,1,batch_clear,3,4,0
0.6,coarse,2,1235.68269230769,25.3557692307692,0,1235.68269230769,1,batch_clear,3,4,0
0.8,coarse,2,1155.72115384615,46.9903846153846,0,1155.72115384615,1,batch_clear,3,4,1
0.825,fine,2,1155.72115384615,46.9903846153846,0,1155.72115384615,1,batch_clear,3,4,0
0.85,fine,2,1180.47115384615,79.3557692307693,0,1180.47115384615,1,batch_clear,3,4,0
0.875,fine,2,1124.80769230769,23.6923076923077,0,1124.80769230769,0.673076923076923,batch_clear,3,4,0
0.9,fine,2,1119.09615384615,29.4038461538462,0,1119.09615384615,0.673076923076923,batch_clear,3,4,0
0.925,fine,2,1119.09615384615,29.4038461538462,0,1119.09615384615,0.673076923076923,batch_clear,3,4,0
0.95,fine,2,1099.40497737557,9.7126696832579,0,1099.40497737557,0.663461538461538,batch_clear,3,4,0
0.975,fine,2,1091.78959276018,17.3280542986424,0,1091.78959276018,0.663461538461538,batch_clear,3,4,0
1,coarse,2,1091.78959276018,17.3280542986424,0,1091.78959276018,0.663461538461538,batch_clear,3,4,0
0.025,coarse,2,9985.75961538462,724.759615384615,0,9985.75961538462,1,baseline,3,5,0
0.05,coarse,2,5641.18269230769,2.50961538461524,0,5641.18269230769,1,baseline,3,5,0
0.1,coarse,2,3600.25961538462,168.836538461538,0,3600.25961538462,1,baseline,3,5,0
0.2,coarse,2,2119.06730769231,142.182692307692,0,2119.06730769231,1,baseline,3,5,0
0.4,coarse,2,1673.56730769231,66.0288461538462,0,1673.56730769231,1,baseline,3,5,0
0.6,coarse,2,1467.95192307692,35.5673076923076,0,1467.95192307692,1,baseline,3,5,0
0.8,coarse,2,1380.375,58.4134615384614,0,1380.375,1,baseline,3,5,0
0.825,fine,2,1378.47115384615,64.125,0,1378.47115384615,1,baseline,3,5,0
0.85,fine,2,1374.66346153846,60.3173076923077,0,1374.66346153846,1,baseline,3,5,1
0.875,fine,2,1403.22115384615,88.875,0,1403.22115384615,1,baseline,3,5,0
0.9,fine,2,1397.50961538462,94.5865384615384,0,1397.50961538462,1,baseline,3,5,0
0.925,fine,2,1408.93269230769,106.009615384615,0,1408.93269230769,1,baseline,3,5,0
0.95,fine,2,1308.94004524887,9.8246606334842,0,1308.94004524887,0.663461538461538,baseline,3,5,0
0.975,fine,2,1299.42081447964,19.3438914027149,0,1299.42081447964,0.663461538461538,baseline,3,5,0
1,coarse,2,1299.42081447964,19.3438914027149,0,1299.42081447964,0.663461538461538,baseline,3,5,0
0.025,coarse,2,1504.125,224.048076923077,0,1504.125,1,fast_first,3,5,0
0.05,coarse,2,1561.24038461538,281.163461538462,0,1561.24038461538,1,fast_first,3,5,0
0.1,coarse,2,1410.83653846154,130.759615384615,0,1410.83653846154,1,fast_first,3,5,0
0.2,coarse,2,1410.83653846154,130.759615384615,0,1410.83653846154,1,fast_first,3,5,0
0.4,coarse,2,1370.85576923077,90.7788461538462,0,1370.85576923077,1,fast_first,3,5,0
0.6,coarse,2,1365.14423076923,85.0673076923077,0,1365.14423076923,1,fast_first,3,5,0
0.8,coarse,2,1340.39423076923,60.3173076923077,0,1340.39423076923,1,fast_first,3,5,1
0.825,fine,2,1340.39423076923,60.3173076923077,0,1340.39423076923,1,fast_first,3,5,0
0.85,fine,2,1340.39423076923,60.3173076923077,0,1340.39423076923,1,fast_first,3,5,0
0.875,fine,2,1340.39423076923,60.3173076923077,0,1340.39423076923,1,fast_first,3,5,0
0.9,fine,2,1340.39423076923,60.3173076923077,0,1340.39423076923,1,fast_first,3,5,0
0.925,fine,2,1397.50961538462,117.432692307692,0,1397.50961538462,1,fast_first,3,5,0
0.95,fine,2,1397.50961538462,117.432692307692,0,1397.50961538462,1,fast_first,3,5,0
0.975,fine,2,1427.97115384615,147.894230769231,0,1427.97115384615,1,fast_first,3,5,0
1,coarse,2,1299.42081447964,19.3438914027149,0,1299.42081447964,0.663461538461538,fast_first,3,5,0
0.025,coarse,2,1480.38413513632,284.94182744401,0,1480.38413513632,1,unslotted,3,5,0
0.05,coarse,2,1537.27158400782,341.829276315517,0,1537.27158400782,1,unslotted,3,5,0
0.1,coarse,2,1317.46145418626,122.019146493951,0,1317.46145418626,1,unslotted,3,5,0
0.2,coarse,2,1361.40813733983,165.96582964752,0,1361.40813733983,1,unslotted,3,5,0
0.4,coarse,2,1273.8139308815,78.3716231891958,0,1273.8139308815,1,unslotted,3,5,0
0.6,coarse,2,1247.55636647502,52.1140587827155,0,1247.55636647502,1,unslotted,3,5,0
0.8,coarse,2,1244.35543426113,48.913126568825,0,1244.35543426113,1,unslotted,3,5,0
0.825,fine,2,1244.08737914366,48.6450714513546,0,1244.08737914366,1,unslotted,3,5,0
0.85,fine,2,1243.83509197428,48.3927842819708,0,1243.83509197428,1,unslotted,3,5,0
0.875,fine,2,1243.59722121457,48.1549135222661,0,1243.59722121457,1,unslotted,3,5,0
0.9,fine,2,1243.37256549707,47.9302578047674,0,1243.37256549707,1,unslotted,3,5,0
0.925,fine,2,1243.16005333187,47.7177456395651,0,1243.16005333187,1,unslotted,3,5,0
0.95,fine,2,1242.95872601747,47.5164183251641,0,1242.95872601747,1,unslotted,3,5,0
0.975,fine,2,1242.76772318073,47.3254154884244,0,1242.76772318073,1,unslotted,3,5,0
1,coarse,2,1242.58627048583,47.1439627935213,0,1242.58627048583,1,unslotted,3,5,1
0.025,coarse,2,10160.9134615385,1200.72115384615,85.1538461538462,10075.7596153846,1,batch_clear,3,5,0
0.05,coarse,2,5959.125,1154.33653846154,0,5959.125,1,batch_clear,3,5,0
0.1,coarse,2,3585.02884615385,5.10576923076906,0,3585.02884615385,1,batch_clear,3,5,0
0.2,coarse,2,2456.04807692308,48.8942307692307,0,2456.04807692308,1,batch_clear,3,5,0
0.4,coarse,2,1808.74038461538,56.5096153846154,0,1808.74038461538,1,batch_clear,3,5,0
0.6,coarse,2,1542.20192307692,45.0865384615385,0,1542.20192307692,1,batch_clear,3,5,0
0.8,coarse,2,1407.02884615385,35.5673076923076,0,1407.02884615385,1,batch_clear,3,5,0
0.825,fine,2,1395.60576923077,43.1826923076923,0,1395.60576923077,1,batch_clear,3,5,0
0.85,fine,2,1389.89423076923,45.0865384615385,0,1389.89423076923,1,batch_clear,3,5,0
0.875,fine,2,1407.02884615385,69.8365384615385,0,1407.02884615385,1,batch_clear,3,5,0
0.9,fine,2,1374.66346153846,60.3173076923077,0,1374.66346153846,1,batch_clear,3,5,1
0.925,fine,2,1397.50961538462,94.5865384615384,0,1397.50961538462,1,batch_clear,3,5,0
0.95,fine,2,1726.34340659341,427.228021978022,0,1726.34340659341,0.701923076923077,batch_clear,3,5,0
0.975,fine,2,1373.09210526316,81.5921052631579,0,1373.09210526316,0.682692307692308,batch_clear,3,5,0
1,coarse,2,1299.42081447964,19.3438914027149,0,1299.42081447964,0.663461538461538,batch_clear,3,5,0
0.025,coarse,2,10791.0865384615,137.682692307692,0,10791.0865384615,1,baseline,3,6,0
0.05,coarse,2,5608.81730769231,608.625,0,5608.81730769231,1,baseline,3,6,0
0.1,coarse,2,3400.35576923077,174.548076923077,0,3400.35576923077,1,baseline,3,6,0
0.2,coarse,2,2663.56730769231,24.1442307692307,0,2663.56730769231,1,baseline,3,6,0
0.4,coarse,2,1942.00961538462,29.8557692307692,0,1942.00961538462,1,baseline,3,6,0
0.6,coarse,2,1732.58653846154,14.625,0,1732.58653846154,1,baseline,3,6,0
0.8,coarse,2,1650.72115384615,96.4903846153846,0,1650.72115384615,1,baseline,3,6,0
0.825,fine,2,1593.60576923077,62.2211538461538,0,1593.60576923077,1,baseline,3,6,1
0.85,fine,2,1593.60576923077,77.4519230769231,0,1593.60576923077,1,baseline,3,6,0
0.875,fine,2,1606.93269230769,94.5865384615384,0,1606.93269230769,1,baseline,3,6,0
0.9,fine,2,1694.54149797571,182.195344129555,0,1694.54149797571,0.682692307692308,baseline,3,6,0
0.925,fine,2,1522.39479638009,17.6640271493212,0,1522.39479638009,0.663461538461538,baseline,3,6,0
0.95,fine,2,1520.49095022624,19.5678733031674,0,1520.49095022624,0.663461538461538,baseline,3,6,0
0.975,fine,2,1514.66742081448,13.7443438914028,0,1514.66742081448,0.663461538461538,baseline,3,6,0
1,coarse,2,1510.85972850679,17.552036199095,0,1510.85972850679,0.663461538461538,baseline,3,6,0
0.025,coarse,2,1957.24038461538,463.932692307692,0,1957.24038461538,1,fast_first,3,6,0
0.05,coarse,2,1942.00961538462,448.701923076923,0,1942.00961538462,1,fast_first,3,6,0
0.1,coarse,2,1740.20192307692,246.894230769231,0,1740.20192307692,1,fast_first,3,6,0
0.2,coarse,2,1643.10576923077,149.798076923077,0,1643.10576923077,1,fast_first,3,6,0
0.4,coarse,2,1627.875,134.567307692308,0,1627.875,1,fast_first,3,6,0
0.6,coarse,2,1580.27884615385,86.9711538461538,0,1580.27884615385,1,fast_first,3,6,1
0.8,coarse,2,1745.91346153846,252.605769230769,0,1745.91346153846,1,fast_first,3,6,0
0.825,fine,2,1905.83653846154,412.528846153846,0,1905.83653846154,1,fast_first,3,6,0
0.85,fine,2,2128.58653846154,635.278846153846,0,2128.58653846154,1,fast_first,3,6,0
0.875,fine,2,1632.91700404858,139.609311740891,0,1632.91700404858,0.682692307692308,fast_first,3,6,0
0.9,fine,2,1632.91700404858,139.609311740891,0,1632.91700404858,0.682692307692308,fast_first,3,6,0
0.925,fine,2,1632.91700404858,139.609311740891,0,1632.91700404858,0.682692307692308,fast_first,3,6,0
0.95,fine,2,1554.65384615385,61.3461538461538,0,1554.65384615385,0.673076923076923,fast_first,3,6,0
0.975,fine,2,1510.85972850679,17.552036199095,0,1510.85972850679,0.663461538461538,fast_first,3,6,0
1,coarse,2,1510.85972850679,17.552036199095,0,1510.85972850679,0.663461538461538,fast_first,3,6,0
0.025,coarse,2,1979.07094050551,568.320940505512,0,1979.07094050551,1,unslotted,3,6,0
0.05,coarse,2,1742.96503124507,332.21503124507,0,1742.96503124507,1,unslotted,3,6,0
0.1,coarse,2,1698.88392930951,288.13392930951,0,1698.88392930951,1,unslotted,3,6,0
0.2,coarse,2,1547.05257297494,136.302572974945,0,1547.05257297494,1,unslotted,3,6,0
0.4,coarse,2,1570.97635167073,160.226351670728,0,1570.97635167073,1,unslotted,3,6,0
0.6,coarse,2,1628.03337396817,217.283373968174,0,1628.03337396817,1,unslotted,3,6,0
0.8,coarse,2,1524.49680212591,113.746802125908,0,1524.49680212591,1,unslotted,3,6,0
0.825,fine,2,1522.9931111524,112.243111152395,0,1522.9931111524,1,unslotted,3,6,0
0.85,fine,2,1521.60355477511,110.853554775113,0,1521.60355477511,1,unslotted,3,6,1
0.875,fine,2,1447.93569352923,37.1856935292293,0,1447.93569352923,0.682692307692308,unslotted,3,6,0
0.9,fine,2,1446.84848128207,36.098481282071,0,1446.84848128207,0.682692307692308,unslotted,3,6,0
0.925,fine,2,1737.37491512847,326.624915128467,0,1737.37491512847,1,unslotted,3,6,0
0.95,fine,2,1447.65121432525,36.901214325246,0,1447.65121432525,0.673076923076923,unslotted,3,6,0
0.975,fine,2,1447.16336267588,36.41336267588,0,1447.16336267588,0.673076923076923,unslotted,3,6,0
1,coarse,2,1446.69990360898,35.9499036089837,0,1446.69990360898,0.673076923076923,unslotted,3,6,0
0.025,coarse,2,11478.375,185.278846153846,85.7596153846154,11392.6153846154,1,batch_clear,3,6,0
0.05,coarse,2,5704.00961538462,33.6634615384614,0,5704.00961538462,1,batch_clear,3,6,0
0.1,coarse,2,3893.45192307692,343.990384615385,0,3893.45192307692,1,batch_clear,3,6,0
0.2,coarse,2,2497.93269230769,246.894230769231,0,2497.93269230769,1,batch_clear,3,6,0
0.4,coarse,2,1860.14423076923,104.105769230769,0,1860.14423076923,1,batch_clear,3,6,0
0.6,coarse,2,1721.16346153846,45.0865384615385,0,1721.16346153846,1,batch_clear,3,6,1
0.8,coarse,2,1942.00961538462,380.163461538462,0,1942.00961538462,1,batch_clear,3,6,0
0.825,fine,2,1962.95192307692,412.528846153846,0,1962.95192307692,1,batch_clear,3,6,0
0.85,fine,2,1658.30769230769,111.692307692308,0,1658.30769230769,0.673076923076923,batch_clear,3,6,0
0.875,fine,2,1644.98076923077,125.019230769231,0,1644.98076923077,0.673076923076923,batch_clear,3,6,0
0.9,fine,2,1644.98076923077,125.019230769231,0,1644.98076923077,0.673076923076923,batch_clear,3,6,0
0.925,fine,2,1552.32692307692,36.1730769230769,0,1552.32692307692,0.673076923076923,batch_clear,3,6,0
0.95,fine,2,1520.37895927602,8.03280542986431,0,1520.37895927602,0.663461538461538,batch_clear,3,6,0
0.975,fine,2,1514.66742081448,13.7443438914028,0,1514.66742081448,0.663461538461538,batch_clear,3,6,0
1,coarse,2,1510.85972850679,17.552036199095,0,1510.85972850679,0.663461538461538,batch_clear,3,6,0
0.025,coarse,2,9042.20649350649,256.92077922078,383.100599400599,8659.10589410589,1,baseline,5,1,0
0.05,coarse,2,4134.17022977023,490.357042957043,92.1870629370629,4041.98316683317,1,baseline,5,1,0
0.1,coarse,2,2537.67902097902,299.448251748252,17.6727272727273,2520.00629370629,1,baseline,5,1,0
0.2,coarse,2,1318.43616383616,98.491108891109,0.409090909090909,1318.02707292707,1,baseline,5,1,0
0.4,coarse,2,838.053746253746,53.2735264735265,3.10909090909091,834.944655344655,1,baseline,5,1,0
0.6,coarse,2,631.657042957043,27.4702297702298,0,631.657042957043,1,baseline,5,1,0
0.8,coarse,2,543.704295704296,20.022977022977,0,543.704295704296,1,baseline,5,1,0
0.825,fine,2,540.816383616384,19.3108891108891,0,540.816383616384,1,baseline,5,1,1
0.85,fine,2,545.01968031968,6.10759240759239,0,545.01968031968,1,baseline,5,1,0
0.875,fine,2,551.695504495505,8.43176823176822,0,551.695504495505,1,baseline,5,1,0
0.9,fine,2,549.895504495504,6.63176823176821,0,549.895504495504,1,baseline,5,1,0
0.925,fine,2,545.731768231768,8.99550449550452,0,545.731768231768,1,baseline,5,1,0
0.95,fine,2,564.880819180819,8.84445554445557,0,564.880819180819,0.75,baseline,5,1,0
0.975,fine,2,535.581818181818,22.5818181818182,0,535.581818181818,0.304945054945055,baseline,5,1,0
1,coarse,2,513,0,0,513,0.0549450549450549,baseline,5,1,0
0.025,coarse,2,570.971328671329,23.3559440559441,0,570.971328671329,1,fast_first,5,1,0
0.05,coarse,2,606.071328671329,58.455944055944,0,606.071328671329,1,fast_first,5,1,0
0.1,coarse,2,551.200999000999,44.9262737262737,0,551.200999000999,1,fast_first,5,1,0
0.1375,fine,2,557.500999000999,51.2262737262737,0,557.500999000999,1,fast_first,5,1,0
0.175,fine,2,533.200999000999,26.9262737262737,0,533.200999000999,1,fast_first,5,1,0
0.2,coarse,2,511.600999000999,5.32627372627371,0,511.600999000999,1,fast_first,5,1,1
0.2125,fine,2,511.600999000999,5.32627372627371,0,511.600999000999,1,fast_first,5,1,0
0.25,fine,2,516.100999000999,9.82627372627371,0,516.100999000999,1,fast_first,5,1,0
0.2875,fine,2,516.100999000999,9.82627372627371,0,516.100999000999,1,fast_first,5,1,0
0.325,fine,2,516.100999000999,9.82627372627371,0,516.100999000999,1,fast_first,5,1,0
0.3625,fine,2,514.864735264735,2.06253746253742,0,514.864735264735,1,fast_first,5,1,0
0.4,coarse,2,517.564735264735,4.76253746253747,0,517.564735264735,1,fast_first,5,1,0
0.6,coarse,2,523.864735264735,11.0625374625374,0,523.864735264735,1,fast_first,5,1,0
0.8,coarse,2,515.576823176823,4.95044955044955,0,515.576823176823,1,fast_first,5,1,0
1,coarse,2,513,0,0,513,0.0549450549450549,fast_first,5,1,0
0.025,coarse,2,1217.04096053356,369.348800805004,14.5208820369078,1202.52007849665,1,unslotted,5,1,0
0.05,coarse,2,879.210122048933,161.886951731563,25.9135112519252,853.296610797008,1,unslotted,5,1,0
0.1,coarse,2,585.334363117573,21.4035471896577,0,585.334363117573,1,unslotted,5,1,0
0.2,coarse,2,566.129164803615,7.88786294771887,0,566.129164803615,1,unslotted,5,1,0
0.4,coarse,2,482.146539174552,30.5402088189462,0,482.146539174552,1,unslotted,5,1,1
0.6,coarse,2,485.243083656048,2.70087676394786,0,485.243083656048,1,unslotted,5,1,0
0.8,coarse,2,503.238399949345,34.8894370879622,0,503.238399949345,1,unslotted,5,1,0
0.825,fine,2,533.583323592633,81.3950762940802,0,533.583323592633,1,unslotted,5,1,0
0.85,fine,2,491.693829886446,40.7945711154197,0,491.693829886446,1,unslotted,5,1,0
0.875,fine,2,505.67351809896,55.9895913681742,0,505.67351809896,1,unslotted,5,1,0
0.9,fine,2,503.832825690895,55.2967125536687,0,503.832825690895,1,unslotted,5,1,0
0.925,fine,2,502.091630169752,54.6412866480542,0,502.091630169752,1,unslotted,5,1,0
0.95,fine,2,500.442076518142,54.0203568427357,0,500.442076518142,1,unslotted,5,1,0
0.975,fine,2,471.971342779125,26.5254970091742,0,471.971342779125,0.704545454545455,unslotted,5,1,0
1,coarse,2,470.72159217668,26.2028266169121,0,470.72159217668,0.704545454545455,unslotted,5,1,0
0.025,coarse,2,8913.78341658342,646.343856143856,346.7004995005,8567.08291708292,1,batch_clear,5,1,0
0.05,coarse,2,4910.76143856144,455.365834165834,185.086663336663,4725.67477522478,1,batch_clear,5,1,0
0.1,coarse,2,2500.8977022977,32.0295704295704,29.0863636363636,2471.81133866134,1,batch_clear,5,1,0
0.2,coarse,2,1338.45374625375,40.3264735264735,0.409090909090909,1338.04465534466,1,batch_clear,5,1,0
0.4,coarse,2,818.382317682318,51.255044955045,0,818.382317682318,1,batch_clear,5,1,0
0.6,coarse,2,667.973526473526,23.2462537462537,0,667.973526473526,1,batch_clear,5,1,0
0.8,coarse,2,557.698801198801,2.97152847152847,0,557.698801198801,1,batch_clear,5,1,0
0.825,fine,2,563.85044955045,5.52317682317681,0,563.85044955045,1,batch_clear,5,1,0
0.85,fine,2,556.235064935065,2.09220779220783,0,556.235064935065,1,batch_clear,5,1,0
0.875,fine,2,547.571328671329,0.0440559440559696,0,547.571328671329,1,batch_clear,5,1,0
0.9,fine,2,545.01968031968,6.10759240759239,0,545.01968031968,1,batch_clear,5,1,1
0.925,fine,2,540.663919413919,17.830586080586,0,540.663919413919,0.745454545454545,batch_clear,5,1,0
0.95,fine,2,538.830586080586,19.6639194139194,0,538.830586080586,0.745454545454545,batch_clear,5,1,0
0.975,fine,2,517.153846153846,0,0,517.153846153846,0.5,batch_clear,5,1,0
1,coarse,2,513,0,0,513,0.0549450549450549,batch_clear,5,1,0
0.025,coarse,2,9659.0031968032,297.124075924076,724.927072927073,8934.07612387612,1,baseline,5,2,0
0.05,coarse,2,4875.2955044955,221.968231768232,133.586613386613,4741.70889110889,1,baseline,5,2,0
0.1,coarse,2,2907.29220779221,5.43506493506493,42.8727272727273,2864.41948051948,1,baseline,5,2,0
0.2,coarse,2,1641.45704295704,47.2702297702298,1.30909090909091,1640.14795204795,1,baseline,5,2,0
0.4,coarse,2,1074.26913086913,76.2581418581419,0,1074.26913086913,1,baseline,5,2,0
0.6,coarse,2,900.539460539461,59.1878121878122,0,900.539460539461,1,baseline,5,2,0
0.8,coarse,2,803.477922077922,23.0493506493506,0,803.477922077922,1,baseline,5,2,0
0.825,fine,2,789.265834165834,6.66143856143856,0,789.265834165834,1,baseline,5,2,0
0.85,fine,2,782.926273726274,11.200999000999,0,782.926273726274,1,baseline,5,2,0
0.875,fine,2,772.086713286713,11.2405594405595,0,772.086713286713,1,baseline,5,2,0
0.9,fine,2,761.395504495504,20.1317682317682,0,761.395504495504,1,baseline,5,2,0
0.925,fine,2,757.755944055944,27.3713286713287,0,757.755944055944,1,baseline,5,2,1
0.95,fine,2,768.964285714286,11.4642857142857,0,768.964285714286,0.745454545454545,baseline,5,2,0
0.975,fine,2,751.826373626374,26.4263736263736,0,751.826373626374,0.704545454545455,baseline,5,2,0
1,coarse,2,730.8,0,0,730.8,0.0549450549450549,baseline,5,2,0
0.025,coarse,2,1357.75924075924,411.968031968032,69.0545454545454,1288.7046953047,1,fast_first,5,2,0
0.05,coarse,2,1032.85924075924,87.068031968032,0,1032.85924075924,1,fast_first,5,2,0
0.1,coarse,2,820.953746253746,36.1735264735265,0,820.953746253746,1,fast_first,5,2,0
0.2,coarse,2,774.153746253746,10.6264735264735,0,774.153746253746,1,fast_first,5,2,0
0.4,coarse,2,740.655944055944,10.2713286713287,0,740.655944055944,1,fast_first,5,2,0
0.6,coarse,2,738.855944055944,8.4713286713287,0,738.855944055944,1,fast_first,5,2,1
0.8,coarse,2,762.859240759241,15.068031968032,0,762.859240759241,1,fast_first,5,2,0
0.825,fine,2,767.359240759241,19.568031968032,0,767.359240759241,1,fast_first,5,2,0
0.85,fine,2,767.359240759241,19.568031968032,0,767.359240759241,1,fast_first,5,2,0
0.875,fine,2,751.159240759241,3.36803196803197,0,751.159240759241,1,fast_first,5,2,0
0.9,fine,2,765.292207792208,41.4350649350649,0,765.292207792208,1,fast_first,5,2,0
0.925,fine,2,765.292207792208,41.4350649350649,0,765.292207792208,1,fast_first,5,2,0
0.95,fine,2,767.171328671329,21.555944055944,0,767.171328671329,1,fast_first,5,2,0
0.975,fine,2,784.577922077922,4.14935064935065,0,784.577922077922,1,fast_first,5,2,0
1,coarse,2,730.8,0,0,730.8,0.0549450549450549,fast_first,5,2,0
0.025,coarse,2,1528.12172599995,413.881942707629,0,1528.12172599995,1,unslotted,5,2,0
0.05,coarse,2,1120.36160912699,254.423036162145,0,1120.36160912699,1,unslotted,5,2,0
0.1,coarse,2,850.089363396993,101.773923068419,0,850.089363396993,1,unslotted,5,2,0
0.2,coarse,2,868.76985112737,177.090152941105,0,868.76985112737,1,unslotted,5,2,0
0.25,fine,2,848.78711456207,158.464292712882,0,848.78711456207,1,unslotted,5,2,0
0.3,fine,2,745.360862514144,7.97039495393943,0,745.360862514144,1,unslotted,5,2,0
0.35,fine,2,698.245611891417,41.1253360682392,0,698.245611891417,1,unslotted,5,2,1
0.4,coarse,2,733.650151954591,80.6493062137052,0,733.650151954591,1,unslotted,5,2,0
0.45,fine,2,723.426731096127,73.6298865303588,0,723.426731096127,1,unslotted,5,2,0
0.5,fine,2,801.209057400735,18.7947282362543,0,801.209057400735,1,unslotted,5,2,0
0.55,fine,2,763.270648744181,22.2640170287538,0,763.270648744181,1,unslotted,5,2,0
0.6,coarse,2,755.969234833887,21.013549450644,0,755.969234833887,1,unslotted,5,2,0
