protocol,load_mode,lambda_base,lambda_effective,M,Tp_us,best_q,stable_fraction,stability_class,arrival_rate_pkt_s,goodput_pkt_s,rate_relative_error,rate_threshold,rate_check_status,little_relative_error,little_threshold,little_check_status,n_aloha_probability_tests,aloha_ci95_coverage_fraction,aloha_ci95_all_inside,aloha_probability_check_status,aloha_controlled_file_status,aloha_controlled_available,aloha_controlled_K,aloha_controlled_q,aloha_controlled_trials,aloha_controlled_probability_pass,aloha_controlled_service_relative_error,aloha_controlled_preregistered_parameters_valid,aloha_controlled_probability_status,aloha_controlled_service_status,aloha_controlled_hard_gate_status,overall_status
sf_cf,fixed_payload,30,15,2,380,NaN,0,unstable,NaN,NaN,NaN,0.05,not_applicable,NaN,0.05,not_applicable,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,not_applicable
sf_cb,fixed_payload,30,15,2,380,0.2,1,stable,655,660,0.00763358778625954,0.05,pass,0.00116690240452627,0.05,pass,4,0.75,0,diagnostic_only,present,1,40,0.025,11465,1,0.0088487396849692,1,pass,pass,pass,pass
sb_cf,fixed_payload,30,15,2,380,NaN,0,unstable,NaN,NaN,NaN,0.05,not_applicable,NaN,0.05,not_applicable,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,not_applicable
sb_cb,fixed_payload,30,15,2,380,0.1,1,stable,655,655,0,0.05,pass,9.59736362919395e-17,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
s7_clean,fixed_payload,30,15,2,380,0.2,1,stable,655,655,0,0.05,pass,1.63318411303465e-16,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
s7_busy,fixed_payload,30,15,2,380,0.2,1,stable,655,645,0.0152671755725191,0.05,pass,0.0223999666133851,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
sf_cf,fixed_payload,30,10,3,570,0.2,1,stable,415,410,0.0120481927710843,0.05,pass,0.0246597584549774,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
sf_cb,fixed_payload,30,10,3,570,1,0,unstable,415,20,NaN,0.05,not_applicable,NaN,0.05,not_applicable,22,1,1,diagnostic_only,present,1,40,0.025,11465,1,0.0088487396849692,1,pass,pass,pass,not_applicable
sb_cf,fixed_payload,30,10,3,570,NaN,0,unstable,NaN,NaN,NaN,0.05,not_applicable,NaN,0.05,not_applicable,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,not_applicable
sb_cb,fixed_payload,30,10,3,570,1,1,stable,415,415,0,0.05,pass,1.45269775942294e-16,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
s7_clean,fixed_payload,30,10,3,570,1,0,unstable,415,265,NaN,0.05,not_applicable,NaN,0.05,not_applicable,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,not_applicable
s7_busy,fixed_payload,30,10,3,570,0.5,1,stable,415,410,0.0120481927710843,0.05,pass,0.0227643395808972,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
sf_cf,fixed_payload,30,7.5,4,760,0.5,1,stable,315,315,0,0.05,pass,6.54998834587113e-17,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
sf_cb,fixed_payload,30,7.5,4,760,1,0.5,mixed,315,160,NaN,0.05,not_applicable,NaN,0.05,not_applicable,17,1,1,diagnostic_only,present,1,40,0.025,11465,1,0.0088487396849692,1,pass,pass,pass,not_applicable
sb_cf,fixed_payload,30,7.5,4,760,NaN,0,unstable,NaN,NaN,NaN,0.05,not_applicable,NaN,0.05,not_applicable,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,not_applicable
sb_cb,fixed_payload,30,7.5,4,760,1,1,stable,315,315,0,0.05,pass,8.00680098532494e-17,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
s7_clean,fixed_payload,30,7.5,4,760,1,0.5,mixed,315,275,NaN,0.05,not_applicable,NaN,0.05,not_applicable,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,not_applicable
s7_busy,fixed_payload,30,7.5,4,760,0.5,1,stable,315,305,0.0317460317460317,0.05,pass,0.0170051248285169,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
sf_cf,fixed_payload,30,6,5,950,1,0.5,mixed,255,135,NaN,0.05,not_applicable,NaN,0.05,not_applicable,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,not_applicable
sf_cb,fixed_payload,30,6,5,950,1,0.5,mixed,255,135,NaN,0.05,not_applicable,NaN,0.05,not_applicable,11,1,1,diagnostic_only,present,1,40,0.025,11465,1,0.0088487396849692,1,pass,pass,pass,not_applicable
sb_cf,fixed_payload,30,6,5,950,NaN,0,unstable,NaN,NaN,NaN,0.05,not_applicable,NaN,0.05,not_applicable,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,not_applicable
sb_cb,fixed_payload,30,6,5,950,1,1,stable,255,255,0,0.05,pass,0,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
s7_clean,fixed_payload,30,6,5,950,1,0.5,mixed,255,190,NaN,0.05,not_applicable,NaN,0.05,not_applicable,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,not_applicable
s7_busy,fixed_payload,30,6,5,950,0.5,1,stable,255,245,0.0392156862745098,0.05,pass,0.0134133296125763,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
sf_cf,fixed_payload,30,5,6,1140,0.5,1,stable,200,200,0,0.05,pass,1.55845750588246e-16,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
sf_cb,fixed_payload,30,5,6,1140,1,1,stable,200,200,0,0.05,pass,1.87547602221699e-16,0.05,pass,1,1,1,diagnostic_only,present,1,40,0.025,11465,1,0.0088487396849692,1,pass,pass,pass,pass
sb_cf,fixed_payload,30,5,6,1140,NaN,0,unstable,NaN,NaN,NaN,0.05,not_applicable,NaN,0.05,not_applicable,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,not_applicable
sb_cb,fixed_payload,30,5,6,1140,1,1,stable,200,200,0,0.05,pass,1.95774224879291e-16,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
s7_clean,fixed_payload,30,5,6,1140,1,1,stable,200,200,0,0.05,pass,1.96293891013276e-16,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
s7_busy,fixed_payload,30,5,6,1140,0.5,1,stable,200,200,0,0.05,pass,1.34333482862453e-16,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
