protocol,load_mode,lambda_base,lambda_effective,M,Tp_us,q,n_eval_runs,cca_mode,rx_sens_dbm,cca_truth_definition,raw_busy_opportunities,raw_misses,raw_miss_rate,eligible_tp,eligible_fn,eligible_fp,eligible_tn,eligible_fnr,eligible_fpr,eligible_decodable_negative,eligible_self_undecodable,eligible_control_harm,eligible_data_harm,eligible_rts_harm,harmful_missed_opportunities,false_alarm_opportunities,sinr_harmful_start_attempts,single_user_harmful_start_attempts,late_start_handshake,late_start_data,late_start_attempts,simultaneous_start_events,simultaneous_start_attempts,capture_successes,partial_collision_events,full_collision_events,icr_expected,icr_decoded,icr_miss_halfduplex,icr_miss_low_sinr,icr_miss_sector_timing,icr_winner_miss,nav_expected,nav_set,nav_not_set,nav_protection_violations,failed_attempts_or_events,rts_fail_total,rts_failure_detection_delay_us,mean_rts_failure_detection_delay_us,data_fail_sinr,data_failure_transaction_delay_us,mean_data_failure_transaction_delay_us,collision_waste_us,collision_channel_time_us,collision_tx_airtime_us
sb_cf,fixed_packet,15,15,1,198,0.01,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,2152839,2045127,0.949967461570512,2670,53167,25,246429,0.952182244748106,0.00010143880805343,NaN,45726,NaN,NaN,NaN,53167,25,277,61,NaN,NaN,502,12,24,4,277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,772,NaN,NaN,NaN,NaN,NaN,NaN,152856,109980,152856
sb_cf,fixed_packet,5,5,1,198,0.0316227766016838,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,695959,659782,0.948018489594933,104,3217,0,29050,0.968684131285757,0,NaN,2737,NaN,NaN,NaN,3217,0,63,9,NaN,NaN,99,2,4,2,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,161,NaN,NaN,NaN,NaN,NaN,NaN,31878,23328,31878
sb_cf,fixed_packet,5,5,2,396,0.00707106781186547,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,1419386,1349759,0.950945690601429,739,15356,0,112117,0.954085119602361,0,NaN,13011,NaN,NaN,NaN,15356,0,61,11,NaN,NaN,98,0,0,0,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,158,NaN,NaN,NaN,NaN,NaN,NaN,62568,46872,62568
sb_cf,fixed_packet,5,5,3,594,0.00447213595499958,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,9522590,6774317,0.711394379050237,2455298,4622495,15410,209280,0.653098359898347,0.0685833815479105,NaN,7065265,NaN,NaN,NaN,4622495,15410,353,42,NaN,NaN,19748,870,1775,0,341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19867,NaN,NaN,NaN,NaN,NaN,NaN,11801799,2141748,11801799
sb_cf,fixed_packet,5,5,4,792,0.00149534878122122,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,3467582,3287187,0.94797671691686,7850,196899,0,644479,0.961660374409643,0,NaN,162025,NaN,NaN,NaN,196899,0,165,17,NaN,NaN,284,2,4,0,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,434,NaN,NaN,NaN,NaN,NaN,NaN,343728,243855,343728
sb_cf,fixed_payload,10,10,1,198,0.01,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,1270031,1207436,0.950713801474137,755,14498,0,154165,0.950501540680522,0,NaN,11751,NaN,NaN,NaN,14498,0,94,18,NaN,NaN,144,5,10,2,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,245,NaN,NaN,NaN,NaN,NaN,NaN,48510,36171,48510
sb_cf,fixed_payload,10,5,2,396,0.00707106781186547,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,1419386,1349759,0.950945690601429,739,15356,0,112117,0.954085119602361,0,NaN,13011,NaN,NaN,NaN,15356,0,61,11,NaN,NaN,98,0,0,0,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,158,NaN,NaN,NaN,NaN,NaN,NaN,62568,46872,62568
sb_cf,fixed_payload,10,3.33333333333333,3,594,0.01,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,14077967,7734245,0.549386498775001,5307019,5117572,16629,59337,0.490913456460786,0.21890056077719,NaN,10422407,NaN,NaN,NaN,5117572,16629,230,17,NaN,NaN,46772,2758,5629,0,224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46826,NaN,NaN,NaN,NaN,NaN,NaN,27818505,3699180,27818505
sb_cf,fixed_payload,10,2.5,4,792,0.005,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,1404718,1337646,0.952252338191723,613,13783,0,82785,0.957418727424285,0,NaN,11352,NaN,NaN,NaN,13783,0,32,8,NaN,NaN,61,1,2,0,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,70488,50787,70488
sb_cf,fixed_payload,10,2,5,990,0.00447213595499958,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,1993223,1873909,0.940140164948929,1477,39298,0,90010,0.963776824034335,0,NaN,35964,NaN,NaN,NaN,39298,0,76,6,NaN,NaN,184,2,4,0,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,251,NaN,NaN,NaN,NaN,NaN,NaN,248490,152685,248490
