q,stage,n_runs,mean_total_delay_us,se_total_delay_us,mean_queue_delay_us,mean_access_delay_us,completion_ratio_mean,min_completion_ratio,variant,lambda_per_node,M,selected
0.05,coarse,3,629.747043216448,20.3925583053381,0,629.747043216448,1,1,sb_cb,3,1,0
0.1,coarse,3,533.167704937122,6.1928997333309,0,533.167704937122,1,1,sb_cb,3,1,0
0.2,coarse,3,479.60920969459,5.91289742238636,0,479.60920969459,1,1,sb_cb,3,1,0
0.3,coarse,3,466.303812628917,4.7480605176005,0,466.303812628917,1,1,sb_cb,3,1,0
0.325,fine,3,463.809094084769,5.53733296692445,0,463.809094084769,1,1,sb_cb,3,1,0
0.35,fine,3,462.089689101071,5.96494775948762,0,462.089689101071,1,1,sb_cb,3,1,0
0.375,fine,3,460.473197651208,6.2595122706645,0,460.473197651208,1,1,sb_cb,3,1,0
0.4,coarse,3,459.784782753344,6.47684123363493,0,459.784782753344,1,1,sb_cb,3,1,1
0.425,fine,3,457.786683245725,5.5847708019191,0,457.786683245725,1,1,sb_cb,3,1,0
0.45,fine,3,456.201414764788,5.81135024827507,0,456.201414764788,1,1,sb_cb,3,1,0
0.475,fine,3,455.403486592588,5.48579843564351,0,455.403486592588,1,1,sb_cb,3,1,0
0.5,coarse,3,454.819149644022,5.45768417363942,0,454.819149644022,1,1,sb_cb,3,1,0
0.6,coarse,3,456.462094118038,6.49222704167719,0,456.462094118038,1,1,sb_cb,3,1,0
0.7,coarse,3,455.445759032537,5.62586205049584,0,455.445759032537,1,1,sb_cb,3,1,0
0.8,coarse,3,465.250682014771,10.9469894908818,0,465.250682014771,1,1,sb_cb,3,1,0
0.9,coarse,3,471.757635238539,16.6564055228817,0,471.757635238539,1,1,sb_cb,3,1,0
0.95,coarse,3,473.987004291703,18.7657687159976,0,473.987004291703,1,1,sb_cb,3,1,0
0.975,coarse,3,777.161446204006,170.86865391419,0,777.161446204006,1,1,sb_cb,3,1,0
1,coarse,3,1711.33228213318,1211.50526910321,0,1711.33228213318,0.818505056890013,0.473214285714286,sb_cb,3,1,0
0.01,coarse,3,1599.46926359039,49.1692694237203,3.5625,1595.90676359039,1,1,sb_cb,3,2,0
0.025,coarse,3,1072.13782936323,19.5544061713142,3.5625,1068.57532936323,1,1,sb_cb,3,2,0
0.05,coarse,3,841.207910539623,12.3493990970696,0,841.207910539623,1,1,sb_cb,3,2,0
