protocol,load_mode,lambda_base,lambda_effective,M,Tp_us,best_q,q_tuning_best_q,q_selection_mode,q_stable_basin_left,q_stable_basin_right,q_search_boundary_hit,q_refinement_passes,q_preferred_neighbor_radius,q_neighbor_radius_used,q_validation_runs,q_validation_candidates_tested,q_validation_passed,q_validation_selected_rank,stable_fraction,n_arrived,n_arrived_ci95,n_completed,n_completed_ci95,n_censored,n_censored_ci95,final_backlog,final_backlog_ci95,mean_delay_us,mean_delay_us_ci95,mean_queue_delay_us,mean_queue_delay_us_ci95,mean_access_delay_us,mean_access_delay_us_ci95,conditional_mean_delay_us,conditional_mean_delay_us_ci95,p50_delay_us,p50_delay_us_ci95,p95_delay_us,p95_delay_us_ci95,p99_delay_us,p99_delay_us_ci95,conditional_p50_delay_us,conditional_p50_delay_us_ci95,conditional_p95_delay_us,conditional_p95_delay_us_ci95,conditional_p99_delay_us,conditional_p99_delay_us_ci95,mean_boundary_wait_us,mean_boundary_wait_us_ci95,mean_difs_wait_us,mean_difs_wait_us_ci95,mean_probability_wait_us,mean_probability_wait_us_ci95,mean_busy_nav_wait_us,mean_busy_nav_wait_us_ci95,mean_collision_delay_us,mean_collision_delay_us_ci95,mean_control_delay_us,mean_control_delay_us_ci95,mean_data_delay_us,mean_data_delay_us_ci95,mean_other_access_delay_us,mean_other_access_delay_us_ci95,arrival_rate_pkt_s,arrival_rate_pkt_s_ci95,goodput_pkt_s,goodput_pkt_s_ci95,normalized_offered_units_s,normalized_offered_units_s_ci95,normalized_goodput_units_s,normalized_goodput_units_s_ci95,goodput_bit_s,goodput_bit_s_ci95,payload_airtime,payload_airtime_ci95,mean_system_packets,mean_system_packets_ci95,mean_waiting_packets,mean_waiting_packets_ci95,mean_service_packets,mean_service_packets_ci95,backlog_slope_pkt_s,backlog_slope_pkt_s_ci95,completion_ratio,completion_ratio_ci95,little_relative_error,little_relative_error_ci95,jain_fairness,jain_fairness_ci95,attempts_total,attempts_total_ci95,retransmissions_completed_cohort,retransmissions_completed_cohort_ci95,mean_attempts_completed,mean_attempts_completed_ci95,collision_waste_us_total,collision_waste_us_total_ci95,collision_channel_time_us_total,collision_channel_time_us_total_ci95,collision_tx_airtime_us_total,collision_tx_airtime_us_total_ci95,collision_channel_time_us_measure,collision_channel_time_us_measure_ci95,collision_tx_airtime_us_measure,collision_tx_airtime_us_measure_ci95,stability_rate_ok,stability_rate_ok_ci95,stability_censor_ok,stability_censor_ok_ci95,stability_slope_ok,stability_slope_ok_ci95,stability_rate_relative_error,stability_rate_relative_error_ci95,stability_allowed_censored,stability_allowed_censored_ci95,stability_slope_limit_pkt_s,stability_slope_limit_pkt_s_ci95,condition_elapsed_s,timeout_exceeded,result_source,rerun_replaced
sb_cf,fixed_payload,10,2,5,990,0.002,0.002,wide_neighbor_stable_validated,0.0005,0.00325172456312118,0,1,2,2,2,1,1,1,1,67.6666666666667,14.3421757658315,67.6666666666667,14.3421757658315,0,0,0,0,6952.98245208959,3814.82426799355,58.986608173632,218.018301725731,6893.99584391596,3618.75242121519,6952.98245208959,3814.82426799355,4716,2058.6878195738,18870.15,10987.6331337169,30550.0800000001,33587.1663509093,4716,2058.6878195738,18870.15,10987.6331337169,30550.0800000001,33587.1663509093,0,0,42.364350034634,13.7409111312583,5670.17524821058,3237.24670608996,16.4366197183099,57.6261444729608,175.019625952436,377.875056109604,0,0,990,0,0,0,67.6666666666667,14.3421757658315,67.3333333333333,13.6815636966388,338.333333333333,71.7108788291577,336.666666666667,68.407818483194,NaN,NaN,0.066706,0.013628924023975,0.474703,0.336141666083795,0.395787,0.297948701722809,0.078916,0.0382661678757807,-0.660964158104479,2.93920699670496,1,0,0.000604126781535878,0.00259934774568971,0.625490590816877,0.0568767293217767,100.333333333333,67.1330269304409,12.3333333333333,27.6993422530854,1.17678750096206,0.381691975868286,15510,36998.5856278525,11697,27966.7201316686,15510,36998.5856278525,9117,20891.3179869239,12210,27422.3488305545,1,0,1,0,1,0,0.00469483568075117,0.0202002475575092,0,0,3.38333333333333,0.717108788291577,31.6259554,0,original_stable,0
sb_cb,fixed_payload,10,2,5,990,0.6,0.6,wide_neighbor_stable_validated,0.2,0.9,0,1,2,2,2,1,1,1,1,67.6666666666667,14.3421757658315,67.6666666666667,14.3421757658315,0,0,0,0,1300.94089124913,55.0822548885476,0,0,1300.94089124913,55.0822548885476,1300.94089124913,55.0822548885476,1230,12.9079581892484,1866,342.679549231548,2700.48,1818.71807564051,1230,12.9079581892484,1866,342.679549231548,2700.48,1818.71807564051,0,0,36.7591780189333,2.26498282050971,7.57030708843223,3.67713803121566,66.5091202955438,44.9692315868146,2.10228584622489,5.31681721560074,198,0,990,0,0,0,67.6666666666667,14.3421757658315,67.6666666666667,14.3421757658315,338.333333333333,71.7108788291577,338.333333333333,71.7108788291577,NaN,NaN,0.06699,0.0141987540081732,0.087945,0.0151153678496677,0.020955,0.000918916083889456,0.06699,0.0141987540081732,-0.0536320536320536,0.0475159635366196,1,0,5.71674052975381e-17,2.45971492456146e-16,0.625951767460393,0.0588368692089423,86,26.8700576850888,1.33333333333333,3.79458303359676,1.0210882783037,0.0629161894586033,24,68.3024946047417,21,56.264485314382,24,68.3024946047417,21,56.264485314382,24,68.3024946047417,1,0,1,0,1,0,0,0,0,0,3.38333333333333,0.717108788291577,37.4659007,0,original_stable,0
s7_clean,fixed_payload,10,2,5,990,0.625,0.625,wide_neighbor_stable_validated,0.1,0.8,0,1,2,2,2,1,1,1,1,67.6666666666667,14.3421757658315,67.6666666666667,14.3421757658315,0,0,0,0,1263.77095359039,60.9950136639914,0,0,1263.77095359039,60.9950136639914,1263.77095359039,60.9950136639914,1188,0,1788.75,367.847934196055,2744.7,1980.69758370048,1188,0,1788.75,367.847934196055,2744.7,1980.69758370048,0,0,36.7314707919649,1.5871216951439,5.75479104132995,3.71034300392016,65.9930731932579,51.5320023356045,3.29161856384207,7.14204762814755,162,0,990,0,0,0,67.6666666666667,14.3421757658315,67.6666666666667,14.3421757658315,338.333333333333,71.7108788291577,338.333333333333,71.7108788291577,NaN,NaN,0.06699,0.0141987540081732,0.085422,0.0142753439241878,0.018432,0.000728928296568642,0.06699,0.0141987540081732,-0.0527160527160527,0.063856618852954,1,0,1.11012485904753e-16,2.40013394907787e-16,0.625951767460393,0.0588368692089423,86,27.6621868476912,1.33333333333333,2.86843515316631,1.02031863311014,0.0440867137539973,84,180.711414649477,42,90.3557073247387,84,180.711414649477,42,90.3557073247387,84,180.711414649477,1,0,1,0,1,0,0,0,0,0,3.38333333333333,0.717108788291577,30.8146649,0,original_stable,0
s7_busy,fixed_payload,10,2,5,990,0.6,0.6,wide_neighbor_stable_validated,0.2,0.9,0,1,2,2,2,1,1,1,1,67.6666666666667,14.3421757658315,67.6666666666667,14.3421757658315,0,0,0,0,3135.8942507504,63.2003415162016,1.91803278688525,8.25262900624077,3133.97621796352,59.6345572613115,3135.8942507504,63.2003415162016,2364,281.32242657191,7785.6,1626.75318100905,10398.63,2790.03708005963,2364,281.32242657191,7785.6,1626.75318100905,10398.63,2790.03708005963,0,0,66.4253059339645,4.55287316685377,11.1320711152159,2.99653816088128,1767.5049642115,45.381050324388,136.91387670284,20.4879292508419,162,0,990,0,0,0,67.6666666666667,14.3421757658315,67,15.1104197931357,338.333333333333,71.7108788291577,335,75.5520989656783,NaN,NaN,0.06633,0.0149593155952043,0.209471,0.0409953408128164,0.143141,0.0260388150336949,0.06633,0.0149593155952043,-0.103596103596104,0.220357734883562,1,0,0.0126740258595863,0.0374493780593708,0.628470723267208,0.0536569137127581,157,58.7329171381394,57,4.96827542350066,1.84514738705457,0.126468699079271,42525,4546.60725579651,19530,1692.81363416059,42525,4546.60725579651,15876,2174.176873422,34566,3904.16127110154,1,0,1,0,1,0,0.0101593165550681,0.0220433568769986,0,0,3.38333333333333,0.717108788291577,111.7708765,0,original_stable,0
sf_cf,fixed_payload,10,1.66666666666667,6,1188,0.625,0.625,wide_neighbor_stable_validated,0.4,0.8,0,1,2,2,2,1,1,1,1,77,13.1448212154569,77,13.1448212154569,0,0,0,0,3174.38439346427,1565.82289014441,55.2,237.50643068217,3119.18439346427,1364.94864060032,3174.38439346427,1565.82289014441,2262,577.117105833949,9273.9,10405.5727611366,13145.43,8644.30649498983,2262,577.117105833949,9273.9,10405.5727611366,13145.43,8644.30649498983,600.002191780822,208.285044221525,0,0,907.440198052484,892.855083661515,0,0,423.742003630962,775.284449564023,0,0,1188,0,0,0,77,13.1448212154569,77,13.1448212154569,462,78.8689272927411,462,78.8689272927411,NaN,NaN,0.091476,0.0156160476039627,0.244842,0.129981564236566,0.120102,0.0679760322659052,0.12474,0.0725288143313241,0.064048064048064,0.17036186866708,1,0,1.20070908071476e-16,2.69342615110363e-16,0.702563699142604,0.106581947150931,123.333333333333,53.0660503335767,28,51.6318327569935,1.35668518824155,0.652596338016855,18216,26450.8725230524,18216,26450.8725230524,38412,54603.0249711497,15840,28965.4581766734,33264,61338.6173153083,1,0,1,0,1,0,0,0,0,0,3.85,0.657241060772843,0.7109756,0,original_stable,0
sf_cb,fixed_payload,10,1.66666666666667,6,1188,0.8,0.8,wide_neighbor_stable_validated,0.4,0.925,0,1,2,2,2,1,1,1,1,77,13.1448212154569,77,13.1448212154569,0,0,0,0,1646.56191450734,275.939877869788,5.04,21.6853697579373,1641.52191450734,288.619689077985,1646.56191450734,275.939877869788,1518,25.8159163784968,2345.1,1156.73185693407,4204.11,5797.74407114062,1518,25.8159163784968,2345.1,1156.73185693407,4204.11,5797.74407114062,158.203122627496,83.0099535726067,0,0,47.3640138636739,36.6129472751514,29.2800792209936,93.1899912759688,20.6746987951807,88.9560492078322,198,0,1188,0,0,0,77,13.1448212154569,77,13.1448212154569,462,78.8689272927411,462,78.8689272927411,NaN,NaN,0.091476,0.0156160476039627,0.127164,0.0433598489796547,0.035688,0.0279555831027611,0.091476,0.0156160476039627,-0.0214200214200214,0.114469766326962,1,0,3.916428992915e-17,1.68510338972357e-16,0.702563699142604,0.106581947150931,99.6666666666667,50.1976151804104,8.66666666666667,37.289656991162,1.10441767068273,0.449272975797132,660,2839.75080163464,660,2839.75080163464,1716,7383.35208425008,660,2839.75080163464,1716,7383.35208425008,1,0,1,0,1,0,0,0,0,0,3.85,0.657241060772843,1.6111883,0,original_stable,0
sb_cf,fixed_payload,10,1.66666666666667,6,1188,0.00325172456312118,0.00325172456312118,self_stable_fallback_validated,0.00325172456312118,0.00325172456312118,0,2,2,0,2,1,1,1,1,77,13.1448212154569,77,13.1448212154569,0,0,0,0,6335.97659679815,5073.06234619445,107.044337349398,284.59344661393,6228.93225944875,4993.80305664113,6335.97659679815,5073.06234619445,3648,1307.53220286862,20551.2,23916.4026976257,29952.48,33704.8469523183,3648,1307.53220286862,20551.2,23916.4026976257,29952.48,33704.8469523183,0,0,56.3615646146229,37.5686345488548,4264.11472520218,3591.0577742828,48.5243373493976,127.497831748527,671.931632282555,1239.76494011221,0,0,1188,0,0,0,77,13.1448212154569,76.6666666666667,11.7395768159531,462,78.8689272927411,460,70.4374608957186,NaN,NaN,0.09108,0.0139466172573523,0.49438,0.478941277582823,0.34984,0.358845214523205,0.14454,0.120106352901854,0.516988889873768,1.61119622353571,1,0,0.000732000949469247,0.00314954588341242,0.70202109673046,0.104248854237952,139.333333333333,105.811825663025,45,89.46345288278,1.56559901707286,1.04357318191263,57420,110907.448250956,37710,73726.1894308935,57420,110907.448250956,34977,70055.1399497896,53460,106282.582024743,1,0,1,0,1,0,0.00401606425702811,0.0172797298383513,0,0,3.85,0.657241060772843,33.9038444,0,original_stable,0
sb_cb,fixed_payload,10,1.66666666666667,6,1188,0.9,0.9,wide_neighbor_stable_validated,0.6,1,0,1,2,2,2,1,1,1,1,77,13.1448212154569,77,13.1448212154569,0,0,0,0,1644.34908070639,702.775816953551,4.72,20.3085208844175,1639.62908070639,713.799369579812,1644.34908070639,702.775816953551,1422,0,2472.15,2565.56149409831,7218.99,19909.2817471755,1422,0,2472.15,2565.56149409831,7218.99,19909.2817471755,0,0,54.2366727182703,77.4075650880336,1.54795840897838,3.21585366962836,109.921029872916,258.223533083829,87.9234197062221,377.243511015412,198,0,1188,0,0,0,77,13.1448212154569,77,13.1448212154569,462,78.8689272927411,462,78.8689272927411,NaN,NaN,0.091476,0.0156160476039627,0.127587,0.0774405762812314,0.036111,0.0620999011073162,0.091476,0.0156160476039627,-0.223264223264223,0.960748747942527,1,0,8.4423448075387e-17,1.81633001591953e-16,0.702563699142604,0.106581947150931,133,191.472075132526,42,178.564408164807,1.50657424217418,2.15021014133427,756,3214.15934696653,495,2091.20874137423,756,3214.15934696653,495,2091.20874137423,756,3214.15934696653,1,0,1,0,1,0,0,0,0,0,3.85,0.657241060772843,31.911061,0,original_stable,0
s7_clean,fixed_payload,10,1.66666666666667,6,1188,0.85,0.85,wide_neighbor_stable_validated,0.6,1,0,1,2,2,2,1,1,1,1,77,13.1448212154569,77,13.1448212154569,0,0,0,0,1513.2560554547,299.593708846188,4.6,19.7922025568475,1508.6560554547,311.217945737121,1513.2560554547,299.593708846188,1386,0,2041.05,1074.08814045288,3968.52,6196.08745190929,1386,0,2041.05,1074.08814045288,3968.52,6196.08745190929,0,0,39.1807228915663,13.6855460319742,2.39527974913352,1.44109581290352,102.766799801948,238.095255149713,14.3132530120482,61.5849571438839,162,0,1188,0,0,0,77,13.1448212154569,77,13.1448212154569,462,78.8689272927411,462,78.8689272927411,NaN,NaN,0.091476,0.0156160476039627,0.116931,0.0434818265857216,0.025455,0.0281279869634388,0.091476,0.0156160476039627,-0.0602840602840603,0.282648322318573,1,0,0,0,0.702563699142604,0.106581947150931,98.3333333333333,44.4607448740778,7.33333333333333,31.5527866848294,1.08835341365462,0.380154056443727,462,1987.82556114425,231,993.912780572126,462,1987.82556114425,231,993.912780572126,462,1987.82556114425,1,0,1,0,1,0,0,0,0,0,3.85,0.657241060772843,27.1642543,0,original_stable,0
s7_busy,fixed_payload,10,1.66666666666667,6,1188,0.6,0.6,wide_neighbor_stable_validated,0.2,0.9,0,1,2,2,2,1,1,1,1,77,13.1448212154569,77,13.1448212154569,0,0,0,0,4114.35002475656,1881.01996170608,17.64,75.8987941527805,4096.71002475656,1890.14626719078,4114.35002475656,1881.01996170608,3084,559.080013538725,10127.25,6874.24444589533,15053.85,12803.4514849293,3084,559.080013538725,10127.25,6874.24444589533,15053.85,12803.4514849293,0,0,75.7768608681301,40.6204411175303,12.2888529460307,6.17321158987025,2479.64843703581,1661.27690586235,178.995873906585,182.791985028886,162,0,1188,0,0,0,77,13.1448212154569,76.6666666666667,11.7395768159531,462,78.8689272927411,460,70.4374608957186,NaN,NaN,0.09108,0.0139466172573523,0.318601,0.197886145488271,0.227521,0.18406387526798,0.09108,0.0139466172573523,-0.0693600693600695,1.26838732394854,1,0,0.0019814684581313,0.00852557067029108,0.70202109673046,0.104248854237952,192.666666666667,112.483262445949,86.6666666666667,103.6910543771,2.1049128018925,1.12834558659806,41685,7553.2183257816,19131,2822.80253539743,41685,7553.2183257816,16086,3379.59335287091,35091,8934.25610523037,1,0,1,0,1,0,0.00401606425702811,0.0172797298383513,0,0,3.85,0.657241060772843,103.5459171,0,original_stable,0
sf_cf,fixed_payload,15,15,1,198,0.275,0.275,wide_neighbor_stable_validated,0.1,0.4,0,1,2,2,2,1,1,1,1,589,38.803471516211,589,38.803471516211,0,0,0,0,1045.09671027484,223.425742000406,13.4442250195041,16.5712070216147,1031.65248525534,226.499163035575,1045.09671027484,223.425742000406,720,22.357239405753,2819.25,787.186779468018,5473.61999999999,4543.25151482436,720,22.357239405753,2819.25,787.186779468018,5473.61999999999,4543.25151482436,95.331958965365,9.06600948996708,0,0,682.338130251408,185.129601455173,0,0,55.9823960385621,52.2163512502802,0,0,198,0,0,0,589,38.803471516211,588,39.0412886854702,589,38.803471516211,588,39.0412886854702,NaN,NaN,0.116424,0.00773017515972309,0.615600333333333,0.156616593176001,0.465978333333333,0.120565073530398,0.149622,0.0390473479922871,-0.184644184644185,1.13354836507846,1,0,0.00210714252488851,0.000585188346743326,0.952435537579179,0.0325880460434794,895,139.885850900122,167.333333333333,163.69569084823,1.28273937393213,0.263718945708486,16566,8235.27732474047,16566,8235.27732474047,37818,26836.771937027,14322,11219.7113085032,33198,32686.7529695488,1,0,1,0,1,0,0.00170046574573588,0.00416247233106336,5,0,29.45,1.94017357581055,4.8490029,0,original_stable,0
sf_cb,fixed_payload,15,15,1,198,0.275,0.275,wide_neighbor_stable_validated,0.1,0.4,0,1,2,2,2,1,1,1,1,589,38.803471516211,589,38.803471516211,0,0,0,0,1290.21294913266,89.9488413080912,14.9520989073615,13.4245513666265,1275.2608502253,88.0421991421997,1290.21294913266,89.9488413080912,1002,71.8684696029971,3156.75,448.521829929243,4375.17,686.894881712674,1002,71.8684696029971,3156.75,448.521829929243,4375.17,686.894881712674,116.460708987164,16.08477377017,0,0,627.287464046034,53.9266084479409,97.7898141141783,27.3092107271792,37.7228630779214,9.17542612733276,198,0,198,0,0,0,589,38.803471516211,589.333333333333,37.6191743556697,589,38.803471516211,589.333333333333,37.6191743556697,NaN,NaN,0.116728,0.00727803343401681,0.761334333333333,0.0817289125870109,0.644606333333333,0.0764102236420712,0.116728,0.00727803343401681,0.234024234024234,0.991934170472693,1,0,0.00231830056932075,0.00399955981213707,0.952494131631288,0.0319694757432245,837,10.8281052473581,112.333333333333,32.4209316509691,1.19051951049455,0.0463405359966302,12738,1419.87540081732,12738,1419.87540081732,26334,2459.29633463283,10751.3333333333,3741.86458692649,22360.6666666667,6080.61773927354,1,0,1,0,1,0,0.00169860148098791,0.000113613291473262,5,0,29.45,1.94017357581055,4.5040859,0,original_stable,0
sb_cf,fixed_payload,15,15,1,198,0.00447213595499958,0.00447213595499958,wide_neighbor_stable_validated,0.001,0.00650344912624236,0,1,2,2,2,1,1,1,1,589,38.803471516211,589,38.803471516211,0,0,0,0,3096.98782894354,509.450239337658,97.8479321106084,59.3686652579475,2999.13989683293,507.43358469939,3096.98782894354,509.450239337658,2169,111.786197028765,9120,3651.93141823084,14286.39,4951.51906852528,2169,111.786197028765,9120,3651.93141823084,14286.39,4951.51906852528,0,0,48.3186312436318,6.90883761988581,2656.79566813893,484.901700516743,28.2731256103926,20.1541483834003,67.7524718399749,37.9986069093719,0,0,198,0,0,0,589,38.803471516211,589.333333333333,41.6664273497401,589,38.803471516211,589.333333333333,41.6664273497401,NaN,NaN,0.116623666666667,0.00848192164198306,1.82254066666667,0.361990753976513,1.665855,0.340521270300967,0.156685666666667,0.0232573132159068,-0.0394760687245141,1.42452348564481,1,0,0.00126577308815853,0.00438981762270866,0.952918310584772,0.0329203028083163,946.666666666667,150.74302202576,201.333333333333,111.684945563523,1.34218420121199,0.191912156107939,48048,29058.5748287304,34578,20519.5006349495,48048,29058.5748287304,28749,16529.7328890885,40062,22755.2476179418,1,0,1,0,1,0,0.00169860148098791,0.000113613291473262,5,0,29.45,1.94017357581055,61.8324904,0,original_stable,0
sb_cb,fixed_payload,15,15,1,198,0.189148321800635,0.189148321800635,wide_neighbor_stable_validated,0.02,0.4,0,1,2,2,2,1,1,1,1,589,38.803471516211,589,38.803471516211,0,0,0,0,645.482999979534,105.268275248301,6.52276223425822,13.6895870837806,638.960237745276,92.490980198328,645.482999979534,105.268275248301,477,0,1318.5,327.13271301274,3481.02,2585.72098272565,477,0,1318.5,327.13271301274,3481.02,2585.72098272565,0,0,47.4359540848831,7.24604267175449,49.8699839596016,7.69253921384109,92.3664036628238,41.5216818231661,53.2878960379671,38.5183503580884,198,0,198,0,0,0,589,38.803471516211,588.333333333333,39.6166099442618,589,38.803471516211,588.333333333333,39.6166099442618,NaN,NaN,0.116512,0.00774985515828257,0.379856333333333,0.0606576169793417,0.260044333333333,0.056839961748114,0.119812,0.00706585189303872,0.0591720591720591,0.419954924262968,1,0,0.000694036689218224,0.00175987454197839,0.951910306596561,0.0314196979083245,934.333333333333,188.276226119862,186.666666666667,113.330417257608,1.31766539124675,0.201278963104291,7704,7906.62752184714,6795,6898.64856330571,7704,7906.62752184714,5508,4686.06884614057,6276,5447.34187824314,1,0,1,0,1,0,0.00114211845372025,0.00245889515298195,5,0,29.45,1.94017357581055,103.4105565,0,original_stable,0
s7_clean,fixed_payload,15,15,1,198,0.625,0.625,wide_neighbor_stable_validated,0.1,0.8,0,1,2,2,2,1,1,1,1,589,38.803471516211,589,38.803471516211,0,0,0,0,476.641779545244,34.9469776464064,3.35985233612754,6.52325451595032,473.281927209117,28.4508216044521,476.641779545244,34.9469776464064,402,12.9079581892484,841.5,284.365717261849,1411.08,613.384801409357,402,12.9079581892484,841.5,284.365717261849,1411.08,613.384801409357,0,0,38.3975829960994,2.35285429231124,5.7940456311185,1.39207580446665,58.301175099452,14.4081301198648,10.7891234824471,10.5878443154006,162,0,198,0,0,0,589,38.803471516211,588.333333333333,39.6166099442618,589,38.803471516211,588.333333333333,39.6166099442618,NaN,NaN,0.116576,0.00776888363758647,0.280550333333333,0.0136343423777634,0.163974333333333,0.0140201251651589,0.116576,0.00776888363758647,0.0324720324720324,0.249241697292501,1,0,0.000745798863568355,0.00130787875362579,0.951910306596561,0.0314196979083245,748,57.2969473090859,39,36.0841845698136,1.06659952766943,0.0653570636753122,2772,3485.43554280909,1344,1575.40558880269,2772,3485.43554280909,1197,1026.24356083429,2457,2273.30362789826,1,0,1,0,1,0,0.00114211845372025,0.00245889515298195,5,0,29.45,1.94017357581055,67.5677186,0,original_stable,0
s7_busy,fixed_payload,15,15,1,198,0.275,0.275,wide_neighbor_stable_validated,0.1,0.4,0,1,2,2,2,1,1,1,1,589,38.803471516211,589,38.803471516211,0,0,0,0,2427.59079331646,407.16526647469,67.6380551850411,22.4741939113375,2359.95273813142,385.682117892414,2427.59079331646,407.16526647469,1662,334.861394977316,6941.55,1764.06600085842,11431.05,7080.51765096853,1662,334.861394977316,6941.55,1764.06600085842,11431.05,7080.51765096853,0,0,80.4490263696967,12.3227430176655,53.4367067613694,4.72309773780078,1666.04638633672,315.313554724737,200.020618663635,55.4523435794946,162,0,198,0,0,0,589,38.803471516211,588.666666666667,36.1980150877958,589,38.803471516211,588.666666666667,36.1980150877958,NaN,NaN,0.116519333333333,0.00707141525183026,1.43108666666667,0.319437455990444,1.31456733333333,0.312464678698176,0.116519333333333,0.00707141525183026,-0.106016106016106,3.35819250296125,1,0,0.00255755944270951,0.00411091478058295,0.952542423100874,0.0308290018129851,1569.66666666667,203.067179037576,728.666666666667,246.497736101437,2.23469517693602,0.342298417157374,172893,17778.045107552,76797,7142.67438601364,172893,17778.045107552,64785,7619.40273249813,146160,19524.3609725034,1,0,1,0,1,0,0.00170046574573588,0.00416247233106336,5,0,29.45,1.94017357581055,536.2533439,0,original_stable,0
sf_cf,fixed_payload,15,7.5,2,396,0.4,0.4,wide_neighbor_stable_validated,0.2,0.6,0,1,2,2,2,1,1,1,1,300.333333333333,42.6182283807456,300.333333333333,42.6182283807456,0,0,0,0,1429.57334079085,357.289047836729,12.685241578292,10.7609228293094,1416.88809921256,347.120598102569,1429.57334079085,357.289047836729,1017,19.3619372838726,3801.75,1693.23816228869,6911.91,7182.43033014809,1017,19.3619372838726,3801.75,1693.23816228869,6911.91,7182.43033014809,189.377351585145,11.9819688214078,0,0,751.557892659721,306.766490827203,0,0,79.9528549676944,55.7605866492571,0,0,396,0,0,0,300.333333333333,42.6182283807456,300.666666666667,42.8348714346875,600.666666666667,85.2364567614912,601.333333333333,85.669742869375,NaN,NaN,0.119064,0.0169626090881363,0.428177333333333,0.0579278790183211,0.285353333333333,0.0585043732835832,0.142824,0.00464887241911744,-0.413540413540414,1.4466733028868,1,0,0.000638031293286167,0.00274522708572331,0.878432487745842,0.0679497256192434,451.333333333333,74.6206741744204,60,32.8620530386421,1.20190114890832,0.140809562245599,15972,15058.7141345008,15972,15058.7141345008,34452,40067.6661814831,11088,3546.84761443172,23760,13013.3730033023,1,0,1,0,1,0,0.0011001100110011,0.00473339134185859,2.66666666666667,1.43421757658315,15.0166666666667,2.13091141903728,2.773455,0,original_stable,0
sf_cb,fixed_payload,15,7.5,2,396,0.5,0.5,wide_neighbor_stable_validated,0.2,0.7,0,1,2,2,2,1,1,1,1,300.333333333333,42.6182283807456,300.333333333333,42.6182283807456,0,0,0,0,1106.93273099866,417.836996656592,5.34895723614915,18.4310292030305,1101.58377376251,427.663280284674,1106.93273099866,417.836996656592,855,89.4289576230119,2148.9,1131.38750554012,6922.40999999999,14595.23864219,855,89.4289576230119,2148.9,1131.38750554012,6922.40999999999,14595.23864219,125.926293888479,24.6023776879383,0,0,262.114460032052,171.354542545036,52.6756779098325,49.2172939429691,66.8673419321464,183.963485861489,198,0,396,0,0,0,300.333333333333,42.6182283807456,300.333333333333,42.6182283807456,600.666666666667,85.2364567614912,600.666666666667,85.2364567614912,NaN,NaN,0.119031333333333,0.0169396454948997,0.333903333333333,0.165446395556914,0.214872,0.151958987534339,0.119031333333333,0.0169396454948997,-0.0991240991240991,0.546681218077563,1,0,0.000331232563050983,0.00142517869159281,0.878336908495743,0.0683600203653567,472.333333333333,318.08928309956,104.666666666667,297.810021854217,1.33771384814215,0.929108514451962,8712,22577.3583383544,8712,22577.3583383544,21384,60073.3156836774,8382,22020.4318968334,20724,58966.3843271349,1,0,1,0,1,0,0,0,2.66666666666667,1.43421757658315,15.0166666666667,2.13091141903728,2.6466969,0,original_stable,0
sb_cf,fixed_payload,15,7.5,2,396,0.002,0.002,wide_neighbor_stable_validated,0.0005,0.00325172456312118,0,1,2,2,2,1,1,1,1,300.333333333333,42.6182283807456,300.333333333333,42.6182283807456,0,0,0,0,8129.55061691195,2631.31923707637,496.677005863797,595.851551796894,7632.87361104815,2431.14585509336,8129.55061691195,2631.31923707637,5703,2256.70649228199,24042,5090.19958986044,37887.45,28865.7314528138,5703,2256.70649228199,24042,5090.19958986044,37887.45,28865.7314528138,0,0,55.2500233325245,10.6478478241263,6906.88913650993,2316.51612502802,62.9841945479223,37.7647656708278,211.750256657769,117.126326065389,0,0,396,0,0,0,300.333333333333,42.6182283807456,299,50.7275275494681,600.666666666667,85.2364567614912,598,101.455055098936,NaN,NaN,0.118302333333333,0.0199626116940325,2.431761,0.731536814877343,2.24996666666667,0.710546746682823,0.181794333333333,0.0210516236685587,-1.64734087275845,8.45709137147891,1,0,0.00931058703398383,0.0172596536670798,0.87657141844779,0.0595024465278137,555.666666666667,89.716012857031,159.666666666667,72.9479774044997,1.5347228703479,0.295773550670175,75768,44358.3255562453,53958,27856.8900274241,75768,44358.3255562453,44775,15253.6843317379,63492,25883.8261825054,1,0,1,0,1,0,0.0114473809352387,0.0227410536651748,2.66666666666667,1.43421757658315,15.0166666666667,2.13091141903728,51.1649465,0,original_stable,0
